X,Y,OBJECTID,COUNTY_NAME,ANA,MCN,LOCATION,PROP_CLASS,USED_AS_DESC,CovertFromBusinessCodes,SWIS,PARCEL_ADDR,PRINT_KEY,SBL,CITYTOWN_SWIS,LOC_ST_NBR,LOC_UNIT,LOC_ZIP,ROLL_SECTION,LAND_AV,TOTAL_AV,FULL_MARKET_VAL,YR_BLT,FRONT,DEPTH,SQ_FT,ACRES,SCHOOL_CODE,SCHOOL_NAME,SEWER_TYPE,SEWER_DESC,WATER_SUPPLY,WATER_DESC,UTILITIES,UTILITIES_DESC,BLDG_STYLE,BLDG_STYLE_DESC,HEAT_TYPE,HEAT_TYPE_DESC,FUEL_TYPE,FUEL_TYPE_DESC,SQFT_LIVING,GFA,NBR_KITCHENS,NBR_FULL_BATHS,NBR_BEDROOMS,USED_AS_CODE
-73.55287168,41.79167899,553,Dutchess,Amenia,Amenia,Route 22,425,Nbhd tavern,Bar,132000,4012 Route 22,7165-00-271367-0000,7.17E+17,132000,4012,,125920000,1,84000,180000,180000,1971,0,0,0,0.35,133801,Northeast,2,Private,2,Private,4,Gas & elec,,,,,,,,1502,,,,C06
-73.55937884,41.80482858,678,Dutchess,Amenia,Amenia,Main St,425,External apt,Bar,132000,10 Main St,7165-01-094844-0000,7.17E+17,132000,10,,125920000,1,67000,367700,367700,1920,0,0,0,0.51,133801,Northeast,2,Private,2,Private,4,Gas & elec,,,,,,,,6320,,,,A07
-73.58110393,41.84758431,1346,Dutchess,Amenia,Amenia,Route 44,425,Nbhd tavern,Bar,132000,4905 Route 44,7067-00-489398-0000,7.07E+17,132000,4905,,125010000,1,123500,409800,409800,1940,0,0,0,3.9,133801,Northeast,2,Private,2,Private,4,Gas & elec,,,,,,,,2482,,,,C06
-73.96136976,41.5014293,2953,Dutchess,Beacon,Beacon,E Main St,425,Restaurant,Bar,130200,47 E Main St,6054-38-180717-0000,6.05E+17,130200,47,,125080000,1,80000,320000,326500,,0,0,0,0.05,130200,Beacon,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,,,,,C01
-73.94924774,41.51425252,6523,Dutchess,Beacon,Beacon,Fishkill Ave,425,External apt,Bar,130200,469 Fishkill Ave,6055-04-508186-0000,6.06E+17,130200,469,,125080000,1,100000,400000,408200,,0,0,0,0.22,130200,Beacon,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,,,,,A07
-73.71653975,41.58520673,6949,Dutchess,Beekman,Beekman,Greenhaven Rd,425,Nbhd tavern,Bar,132200,3 Greenhaven Rd,6657-08-861807-0000,6.66E+17,132200,3,,125700000,1,96900,273500,284900,1990,0,0,0,0.23,134601,Arlington,2,Private,2,Private,3,Electric,,,,,,,,1152,,,,C06
-73.58280293,41.7437171,14909,Dutchess,Dover,Dover,Route 22,425,External apt,Bar,132600,3202 Route 22,7063-10-465624-0000,7.06E+17,132600,3202,,125220000,1,52300,272900,545800,1960,0,0,0,1.5,132602,Dover,2,Private,3,Comm/public,3,Electric,,,,,,,,7275,,,,A07
-73.55412314,41.65511476,16755,Dutchess,Dover,Dover,Route 55,425,External apt,Bar,132600,6521 Route 55,7160-03-285393-0000,7.16E+17,132600,6521,,125940000,1,38100,114500,229000,1931,0,0,0,0.56,132602,Dover,2,Private,2,Private,4,Gas & elec,,,,,,,,2761,,,,A07
-73.93820263,41.52176593,30418,Dutchess,Fishkill,Fishkill,Route 52,425,Nbhd tavern,Bar,133089,632 Route 52,6055-16-808464-0000,6.06E+17,133000,632,,125080000,1,125000,436800,441200,1966,0,0,0,0.43,130200,Beacon,2,Private,3,Comm/public,4,Gas & elec,,,,,,,,3476,,,,C06
-73.90920597,41.76592843,41343,Dutchess,Hyde Park,Hyde Park,Violet Ave,425,Nbhd tavern,Bar,133200,787 Violet Ave,6164-04-557364-0000,6.16E+17,133200,787,,125380000,1,137800,143500,276000,1960,0,0,0,1.55,133201,Hyde Park,2,Private,2,Private,3,Electric,,,,,,,,2636,,,,C06
-73.9090426,41.74986423,42214,Dutchess,Hyde Park,Hyde Park,Violet Ave,425,Nbhd tavern,Bar,133200,556 Violet Ave,6163-02-563776-0000,6.16E+17,133200,556,,125380000,1,76400,105200,202300,1965,0,0,0,0.29,133201,Hyde Park,2,Private,2,Private,3,Electric,,,,,,,,1617,,,,C06
-73.88293854,41.73699869,42404,Dutchess,Hyde Park,Hyde Park,Salt Point Tpke,425,Nbhd tavern,Bar,133200,504 Salt Point Tpke,6263-03-281312-0000,6.26E+17,133200,504,,126030000,1,99100,132800,255400,1940,0,0,0,0.53,133201,Hyde Park,2,Private,2,Private,3,Electric,,,,,,,,4060,,,,C06
-73.79369285,41.67060664,45816,Dutchess,La Grange,La Grange,Route 55,425,Nbhd tavern,Bar,133400,1189 Route 55,6460-02-734905-0000,6.46E+17,133400,1189,,125400000,1,225000,265000,270400,,0,0,0,1.19,134601,Arlington,2,Private,2,Private,4,Gas & elec,,,,,,,,5221,,,,C06
-73.85675475,41.68062424,48884,Dutchess,La Grange,La Grange,Freedom Plains Rd,425,Restaurant,Bar,133400,464 Freedom Plains Rd,6361-03-010261-0000,6.36E+17,133400,464,,126030000,1,77900,212200,216500,1970,0,0,0,0.49,134601,Arlington,2,Private,2,Private,4,Gas & elec,,,,,,,,1375,,,,C01
-73.82220623,41.74527516,63228,Dutchess,Pleasant Valley,Pleasant Valley,Main St,425,External apt,Bar,134400,1631 Main St,6363-12-937621-0000,6.36E+17,134400,1631,,125690000,1,22800,280000,287200,1937,0,0,0,0.35,134601,Arlington,2,Private,3,Comm/public,3,Electric,,,,,,,,5351,,,,A07
-73.90301444,41.68332172,65152,Dutchess,"Poughkeepsie, City",Poughkeepsie,Hooker Ave,425,Walk-up apt,Bar,131300,347 Hooker Ave,6161-66-744353-0000,6.16E+17,131300,347,,126030000,1,114500,742700,742700,1966,0,0,0,0.51,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,7936,,,,A01
-73.90948383,41.69736285,66441,Dutchess,"Poughkeepsie, City",Poughkeepsie,Main St,425,Nbhd tavern,Bar,131300,698 Main St,6161-33-564864-0000,6.16E+17,131300,698,,126010000,1,50000,450000,450000,1890,0,0,0,0.16,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,2024,,,,C06
-73.93174348,41.69420081,67893,Dutchess,"Poughkeepsie, City",Poughkeepsie,South Ave,425,Walk-up apt,Bar,131300,South Ave,6061-44-956742-0000,6.06E+17,131300,,,126010000,1,54000,375000,375000,1900,0,0,0,0.27,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,3330,,,,A01
-73.93620462,41.70588216,70339,Dutchess,"Poughkeepsie, City",Poughkeepsie,Main St,425,Restaurant,Bar,131300,85 Main St,6062-75-832171-0000,6.06E+17,131300,85,,126010000,1,55500,310900,310900,1956,0,0,0,0.14,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,5920,,,,C01
-73.93607104,41.70546052,70340,Dutchess,"Poughkeepsie, City",Poughkeepsie,Main St,425,Walk-up apt,Bar,131300,96 Main St,6062-75-844158-0000,6.06E+17,131300,96,,126010000,1,38000,659300,659300,1920,0,0,0,0.34,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,8064,,,,A01
-73.92594255,41.70130444,71086,Dutchess,"Poughkeepsie, City",Poughkeepsie,Academy St,425,Nbhd tavern,Bar,131300,33 Academy St,6162-77-112003-0000,6.16E+17,131300,33,,126010000,1,75000,710900,710900,1920,0,0,0,0.41,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,22724,,,,C06
-73.92283754,41.70224418,71123,Dutchess,"Poughkeepsie, City",Poughkeepsie,Main St,425,Nbhd tavern,Bar,131300,411 Main St,6162-78-196040-0000,6.16E+17,131300,411,,126010000,1,20000,185000,185000,1935,0,0,0,0.08,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,1674,,,,C06
-73.93423448,41.70842334,72277,Dutchess,"Poughkeepsie, City",Poughkeepsie,Mill St,425,Walk-up apt,Bar,131300,135 Mill St,6062-68-887266-0000,6.06E+17,131300,135,,126010000,1,93500,159600,159600,1910,0,0,0,0.59,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,3016,,,,A01
-73.92258121,41.71267207,72652,Dutchess,"Poughkeepsie, City",Poughkeepsie,Parker Ave,425,Nbhd tavern,Bar,131300,103 Parker Ave,6162-54-204417-0000,6.16E+17,131300,103,,126010000,1,56500,211600,211600,1940,0,0,0,0.11,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,2766,,,,C06
-73.9027545,41.69607134,76958,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Main St,425,Walk-up apt,Bar,134689,770 Main St,6161-07-749818-0000,6.16E+17,134600,770,,126030000,1,80000,232500,234800,,0,0,0,0.15,134601,Arlington,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,2760,,,,A01
-73.83444053,41.96714984,91090,Dutchess,Rhinebeck,Rhinebeck,Route 308,425,Restaurant,Bar,135089,1094 Route 308,6371-00-555706-0000,6.37E+17,135000,1094,,125720000,1,85000,322200,322200,1972,0,0,0,1,134801,Red Hook,2,Private,2,Private,3,Electric,,,,,,,,1768,,,,C01
-73.87230038,41.88010779,91458,Dutchess,Rhinebeck,Rhinebeck,Route 9G,425,Nbhd tavern,Bar,135089,Route 9G,6268-00-543530-0000,6.27E+17,135000,,,125800000,1,107800,293400,293400,1957,0,0,0,2.5,135001,Rhinebeck,2,Private,2,Private,3,Electric,9,Cottage,3,Hot wtr/stm,4,Oil,576,,1,1,1,C06
-73.71571129,41.72998989,97675,Dutchess,Union Vale,Union Vale,Route 82,425,,Bar,135400,3399 Route 82,6663-20-850083-0000,6.66E+17,135400,3399,,125850000,1,22100,177500,181100,,0,0,0,1.1,135801,Millbrook,2,Private,2,Private,4,Gas & elec,,,,,,,,1992,,,,
-73.72816652,41.72898119,97725,Dutchess,Union Vale,Union Vale,Milewood Rd,425,,Bar,135400,8 Milewood Rd,6663-19-509045-0000,6.66E+17,135400,8,,125850000,1,73500,96000,98000,,0,0,0,0.87,135801,Millbrook,2,Private,2,Private,4,Gas & elec,,,,,,,,7492,,,,
-73.94002691,41.56024656,98232,Dutchess,Wappinger,Wappinger,Route 9D,425,Nbhd tavern,Bar,135689,Route 9D,6056-02-746856-0000,6.06E+17,135600,,,125900000,1,165000,295000,298000,,0,0,0,9.34,130200,Beacon,2,Private,2,Private,4,Gas & elec,,,,,,,,1850,,,,C06
-73.92883462,41.58153346,100409,Dutchess,Wappinger,Wappinger,Route 9D,425,Nbhd tavern,Bar,135689,2363 Route 9D,6157-01-057642-0000,6.16E+17,135600,2363,,125900000,1,75000,140000,141400,,0,0,0,0.2,135601,Wappingers,2,Private,2,Private,4,Gas & elec,,,,,,,,9856,,,,C06
-73.96751234,41.5033962,3292,Dutchess,Beacon,Beacon,Main St,422,Diner,Diners and luncheonettes,130200,397 Main St,6054-29-011790-0000,6.05E+17,130200,397,,125080000,1,75000,600000,612200,,0,0,0,0.11,130200,Beacon,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,,,,,C02
-73.58505852,41.74564765,14932,Dutchess,Dover,Dover,Route 22,422,Diner,Diners and luncheonettes,132600,3237 Route 22,7063-01-410679-0000,7.06E+17,132600,3237,,125220000,1,46500,70600,141200,1950,0,0,0,0.33,132602,Dover,2,Private,3,Comm/public,3,Electric,,,,,,,,2040,,,,C02
-73.90467459,41.53476105,36149,Dutchess,"Fishkill, Village",Fishkill,Main St,422,Diner,Diners and luncheonettes,133001,1053 Main St,6155-07-722939-0000,6.16E+17,133000,1053,,125240000,1,400000,707200,714300,1971,0,0,0,0.94,135601,Wappingers,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,2484,,,,C02
-73.90027413,41.53381756,36389,Dutchess,"Fishkill, Village",Fishkill,Elm St,422,Diner,Diners and luncheonettes,133001,45 Elm St,6155-08-843905-0000,6.16E+17,133000,45,,125240000,1,70000,364000,367700,1970,0,0,0,0.23,135601,Wappingers,3,Comm/public,3,Comm/public,3,Electric,,,,,,,,1760,,,,C02
-73.9004293,41.82347572,37697,Dutchess,Hyde Park,Hyde Park,Route 9G,422,Restaurant,Diners and luncheonettes,133200,1633 Route 9G,6166-04-788461-0000,6.17E+17,133200,1633,,125380000,1,70400,150000,288500,1960,0,0,0,1.9,133201,Hyde Park,2,Private,2,Private,3,Electric,,,,,,,,2669,,,,C01
-73.9202626,41.84745963,38034,Dutchess,Hyde Park,Hyde Park,Albany Post Rd,422,Sm food mkt,Diners and luncheonettes,133200,5230 Albany Post Rd,6167-03-242330-0000,6.17E+17,133200,5230,,125800000,1,52400,244900,471000,1993,0,0,0,0.55,133201,Hyde Park,2,Private,3,Comm/public,3,Electric,,,,,,,,0,,,,D09
-73.93036691,41.77671348,40724,Dutchess,Hyde Park,Hyde Park,Albany Post Rd,422,Restaurant,Diners and luncheonettes,133200,4184 Albany Post Rd,6064-02-986757-0000,6.06E+17,133200,4184,,125380000,1,310300,800000,1538500,1985,0,0,0,3.31,133201,Hyde Park,2,Private,3,Comm/public,4,Gas & elec,,,,,,,,7620,,,,C01
-73.9090548,41.76792821,41321,Dutchess,Hyde Park,Hyde Park,Violet Ave,422,Body shop,Diners and luncheonettes,133200,Violet Ave,6164-04-559438-0000,6.16E+17,133200,,,125380000,1,102400,205600,395400,1966,0,0,0,0.75,133201,Hyde Park,2,Private,2,Private,3,Electric,,,,,,,,5905,,,,G03
-73.79566943,41.67143412,45810,Dutchess,La Grange,La Grange,Route 55,422,Diner,Diners and luncheonettes,133400,1167 Route 55,6460-02-678933-0000,6.46E+17,133400,1167,,125400000,1,79400,336000,342900,,0,0,0,1.4,134601,Arlington,2,Private,2,Private,4,Gas & elec,,,,,,,,2090,,,,C02
-73.76599146,41.67051946,46016,Dutchess,La Grange,La Grange,Route 55,422,External apt,Diners and luncheonettes,133400,1482 Route 55,6560-01-492906-0000,6.56E+17,133400,1482,,125400000,1,80400,388800,396700,,0,0,0,2.02,134601,Arlington,2,Private,2,Private,4,Gas & elec,,,,,,,,3815,,,,A07
-73.69505284,41.78498479,53418,Dutchess,Millbrook,Washington,Franklin Ave,422,,Diners and luncheonettes,135801,3226 Franklin Ave,6765-18-400089-0000,6.77E+17,135800,3226,,125450000,1,19200,290900,299900,,0,0,0,0.04,135801,Millbrook,,,,,4,Gas & elec,,,,,,,,0,,,,
-73.51138699,41.95368119,53935,Dutchess,Millerton,Northeast,Main St,422,Diner,Diners and luncheonettes,133801,19 Main St,7271-14-346284-0000,7.27E+17,133800,19,,125460000,1,97200,205200,205200,1957,0,0,0,0.34,133801,Northeast,2,Private,3,Comm/public,3,Electric,,,,,,,,1160,,,,C02
-73.6567739,41.97900007,60668,Dutchess,Pine Plains,Pine Plains,S Main St,422,External apt,Diners and luncheonettes,134200,S Main St,6872-18-390171-0000,6.87E+17,134200,,,125670000,1,44300,285000,285000,1993,0,0,0,0.25,134201,Pine Plains,2,Private,3,Comm/public,3,Electric,,,,,,,,4032,,,,A07
-73.91301979,41.69839041,66823,Dutchess,"Poughkeepsie, City",Poughkeepsie,Main St,422,Diner,Diners and luncheonettes,131300,618 Main St,6161-24-468900-0000,6.16E+17,131300,618,,126010000,1,82500,261300,261300,1967,0,0,0,0.46,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,2015,,,,C02
-73.92911522,41.70217371,70786,Dutchess,"Poughkeepsie, City",Poughkeepsie,Market St,422,Diner,Diners and luncheonettes,131300,59 Market St,6162-77-027037-0000,6.16E+17,131300,59,,126010000,1,65500,230000,230000,1945,0,0,0,0.2,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,1360,,,,C02
-73.92350248,41.70239582,71115,Dutchess,"Poughkeepsie, City",Poughkeepsie,Main St,422,Diner,Diners and luncheonettes,131300,395 Main St,6162-78-180046-0000,6.16E+17,131300,395,,126010000,1,70500,236000,236000,1971,0,0,0,0.22,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,1848,,,,C02
-73.93020298,41.7157259,72405,Dutchess,"Poughkeepsie, City",Poughkeepsie,Washington St,422,Diner,Diners and luncheonettes,131300,194 Washington St,6062-52-995532-0000,6.06E+17,131300,194,,126010000,1,162000,2167965,2168000,1979,0,0,0,1.15,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,4364,,,,C02
-73.87235215,41.70222428,75778,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Dutchess Tpke,422,Diner,Diners and luncheonettes,134689,805 Dutchess Tpke,6262-04-577050-0000,6.26E+17,134600,805,,126030000,1,293000,500000,505100,1980,0,0,0,1.8,134601,Arlington,2,Private,3,Comm/public,4,Gas & elec,,,,,,,,4070,,,,C02
-73.89696102,41.69606696,77388,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Main St,422,Diner,Diners and luncheonettes,134689,829 Main St,6161-08-908818-0000,6.16E+17,134600,829,,126030000,1,144000,793000,801000,1985,0,0,0,0.5,134601,Arlington,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,4140,,,,C02
-73.90692843,41.68517426,77758,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Hooker Ave,422,Drive-in,Diners and luncheonettes,134689,300 Hooker Ave,6161-04-636421-0000,6.16E+17,134600,300,,126030000,1,39500,123000,124200,1960,0,0,0,0.08,134601,Arlington,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,1100,,,,C04
-73.93108824,41.65982511,81854,Dutchess,"Poughkeepsie, Town",Poughkeepsie,South Rd,422,Diner,Diners and luncheonettes,134689,2511 South Rd,6060-04-980492-0000,6.06E+17,134600,2511,,126010000,1,347500,1300000,1313100,2007,0,0,0,1.09,134602,Spackenkill,3,Comm/public,3,Comm/public,3,Electric,,,,,,,,6511,,,,C02
-73.92024723,41.71739258,82468,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Fairview Ave,422,Nbhd tavern,Diners and luncheonettes,134689,51 Fairview Ave,6162-10-267589-0000,6.16E+17,134600,51,,126010000,1,48000,80000,80800,1930,0,0,0,0.28,133201,Hyde Park,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,1253,,,,C06
-73.91134026,41.72435783,82698,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Violet Ave,422,Diner,Diners and luncheonettes,134689,131 Violet Ave,6162-07-510847-0000,6.16E+17,134600,131,,126010000,1,70000,342000,345500,1928,0,0,0,0.52,133201,Hyde Park,3,Comm/public,3,Comm/public,4,Gas & elec,8,Old style,2,Hot air,2,Gas,1575,1890,2,2,4,C02
-73.91644782,41.62297491,84166,Dutchess,"Poughkeepsie, Town",Poughkeepsie,South Rd,422,Diner,Diners and luncheonettes,134689,1950 South Rd,6159-03-385153-0000,6.16E+17,134600,1950,,126010000,1,400000,1013000,1023200,,0,0,0,1.98,135601,Wappingers,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,5005,,,,C02
-73.87416086,41.99669639,89018,Dutchess,"Red Hook, Village",Red Hook,N Broadway,422,Diner,Diners and luncheonettes,134801,7550 N Broadway,6272-06-471776-0000,6.27E+17,134800,7550,,125710000,1,79000,214900,214900,1977,0,0,0,0.23,134801,Red Hook,2,Private,3,Comm/public,3,Electric,,,,,,,,1679,,,,C02
-73.73486196,41.72363457,97122,Dutchess,Union Vale,Union Vale,Tompkins Rd,422,Nbhd tavern,Diners and luncheonettes,135400,3 Tompkins Rd,6662-01-326849-0000,6.66E+17,135400,3,,125850000,1,14700,332200,339000,,0,0,0,0.53,135801,Millbrook,2,Private,2,Private,4,Gas & elec,,,,,,,,2910,,,,C06
-73.89191176,41.52900535,36857,Dutchess,"Fishkill, Village",Fishkill,Route 9,420,Diner,Dining establishments,133001,588 Route 9,6255-01-074730-0000,6.26E+17,133000,588,,125240000,1,750000,1560000,1575800,2011,0,0,0,1.54,135601,Wappingers,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,6715,,,,C02
-73.92284451,41.64414288,80965,Dutchess,"Poughkeepsie, Town",Poughkeepsie,South Rd,420,Fast food,Dining establishments,134689,2265 South Rd,6159-01-206922-0000,6.16E+17,134600,2265,,,1,450000,850000,858600,2013,0,0,0,1.26,134602,Spackenkill,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,4932,,,,C03
-73.57985848,41.73505689,15124,Dutchess,Dover,Dover,Route 22,426,Fast food,Fast food franchises,132600,3078 Route 22,7063-00-555300-0000,7.06E+17,132600,3078,,125220000,1,53500,310900,621800,1994,0,0,0,2.46,132602,Dover,2,Private,2,Private,3,Electric,,,,,,,,2481,,,,C03
-73.89934331,41.52808422,35259,Dutchess,Fishkill,Fishkill,W Merritt Blvd,426,Fast food,Fast food franchises,133089,59 W Merritt Blvd,6155-00-870711-0000,6.16E+17,133000,59,,125240000,1,775000,1092000,1103000,2003,0,0,0,0.78,135601,Wappingers,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,3249,,,,C03
-73.89959415,41.53743292,36427,Dutchess,"Fishkill, Village",Fishkill,Route 9,426,Fast food,Fast food franchises,133001,730 Route 9,6156-20-861037-0000,6.16E+17,133000,730,,125240000,1,525000,1248000,1260600,1982,0,0,0,0.78,135601,Wappingers,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,2790,,,,C03
-73.89690286,41.53445759,36843,Dutchess,"Fishkill, Village",Fishkill,Elm St,426,Fast food,Fast food franchises,133001,1 Elm St,6155-08-936925-0000,6.16E+17,133000,1,,125240000,1,675000,1040000,1050500,1994,0,0,0,0.79,135601,Wappingers,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,2116,,,,C03
-73.89870495,41.53438246,36846,Dutchess,"Fishkill, Village",Fishkill,Elm St,426,Fast food,Fast food franchises,133001,25 Elm St,6155-08-884926-0000,6.16E+17,133000,25,,125240000,1,815000,1248000,1260600,1994,0,0,0,1.01,135601,Wappingers,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,2854,,,,C03
-73.93039302,41.77541198,41095,Dutchess,Hyde Park,Hyde Park,Albany Post Rd,426,Fast food,Fast food franchises,133200,4164 Albany Post Rd,6064-02-979705-0000,6.06E+17,133200,4164,,125380000,1,130000,232900,447900,1980,0,0,0,0.34,133201,Hyde Park,2,Private,3,Comm/public,4,Gas & elec,,,,,,,,1593,,,,C03
-73.91022807,41.74031229,44039,Dutchess,Hyde Park,Hyde Park,Violet Ave,426,Full srv gas,Fast food franchises,133200,411 Violet Ave,6163-04-534430-0000,6.16E+17,133200,411,,126010000,1,93300,288000,553800,1980,0,0,0,0.43,133201,Hyde Park,2,Private,3,Comm/public,4,Gas & elec,,,,,,,,1288,,,,H01
-73.91177669,41.74451998,44136,Dutchess,Hyde Park,Hyde Park,Violet Ave,426,Nbhd center,Fast food franchises,133200,Violet Ave,6163-01-496583-0000,6.16E+17,133200,,,126010000,1,129400,405000,778800,1990,0,0,0,1.26,133201,Hyde Park,2,Private,3,Comm/public,3,Electric,,,,,,,,5668,,,,D04
-73.79718391,41.67183135,45831,Dutchess,La Grange,La Grange,Route 55,426,Small retail,Fast food franchises,133400,1151 Route 55,6460-02-638947-0000,6.46E+17,133400,1151,,125400000,1,525000,900000,918400,2010,0,0,0,0.72,134601,Arlington,2,Private,2,Private,4,Gas & elec,,,,,,,,7446,,,,D08
-73.801452,41.6723225,45837,Dutchess,La Grange,La Grange,Route 55,426,,Fast food franchises,133400,1111 Route 55,6460-02-520966-0000,6.46E+17,133400,1111,,125400000,1,103900,1059800,1081400,,0,0,0,1.11,134601,Arlington,2,Private,2,Private,4,Gas & elec,,,,,,,,4840,,,,
-73.50173309,41.952223,55170,Dutchess,North East,North East,Route 44,426,Fast food,Fast food franchises,133889,130 Route 44,7271-00-610232-0000,7.27E+17,133800,130,,125460000,1,100900,842900,842900,1985,0,0,0,0.79,133801,Northeast,2,Private,3,Comm/public,4,Gas & elec,,,,,,,,2731,,,,C03
-73.82254249,41.74423935,63171,Dutchess,Pleasant Valley,Pleasant Valley,Main St,426,Fast food,Fast food franchises,134400,1620 Main St,6363-12-925584-0000,6.36E+17,134400,1620,,125690000,1,65000,840000,861500,1995,0,0,0,1,134601,Arlington,2,Private,2,Private,3,Electric,,,,,,,,2878,,,,C03
-73.90621769,41.6972901,66368,Dutchess,"Poughkeepsie, City",Poughkeepsie,Main St,426,Fast food,Fast food franchises,131300,733 Main St,6161-34-654861-0000,6.16E+17,131300,733,,126030000,1,89500,1151300,1151300,1971,0,0,0,0.63,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,3756,,,,C03
-73.9124914,41.69826075,66829,Dutchess,"Poughkeepsie, City",Poughkeepsie,Main St,426,Fast food,Fast food franchises,131300,632 Main St,6161-24-483895-0000,6.16E+17,131300,632,,126010000,1,60000,148400,148400,1970,0,0,0,0.22,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,338,,,,C03
-73.91785897,41.70040059,67213,Dutchess,"Poughkeepsie, City",Poughkeepsie,Main St,426,Restaurant,Fast food franchises,131300,Main St,6161-23-335973-0000,6.16E+17,131300,,,126010000,1,78500,224500,224500,1976,0,0,0,0.34,131300,Poughkeepsie,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,2652,,,,C01
-73.90426435,41.69710273,76940,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Main St,426,Fast food,Fast food franchises,134689,753 Main St,6161-07-709857-0000,6.16E+17,134600,753,,126030000,1,262000,725000,732300,2018,0,0,0,0.96,134601,Arlington,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,2496,,,,C03
-73.90382682,41.69699087,76941,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Main St,426,Fast food,Fast food franchises,134689,757 Main St,6161-07-721853-0000,6.16E+17,134600,757,,126030000,1,240000,850000,858600,1993,0,0,0,0.78,134601,Arlington,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,2539,,,,C03
-73.89754204,41.6951462,77408,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Haight Ave,426,Fast food,Fast food franchises,134689,535 Haight Ave,6161-08-894787-0000,6.16E+17,134600,535,,126030000,1,208000,534000,539400,1990,0,0,0,0.5,134601,Arlington,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,2465,,,,C03
-73.90480168,41.69645734,77852,Dutchess,"Poughkeepsie, Town",Poughkeepsie,Main St,426,Fast food,Fast food franchises,134689,744 Main St,6161-07-694830-0000,6.16E+17,134600,744,,126030000,1,205500,541800,547300,1979,0,0,0,0.36,134601,Arlington,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,1572,,,,C03
-73.92335624,41.64468484,80964,Dutchess,"Poughkeepsie, Town",Poughkeepsie,South Rd,426,Fast food,Fast food franchises,134689,2275 South Rd,6159-01-194942-0000,6.16E+17,134600,2275,,,8,600000,1050000,1060600,2016,0,0,0,1.39,134602,Spackenkill,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,3603,,,,C03
-73.91559832,41.61729157,84110,Dutchess,"Poughkeepsie, Town",Poughkeepsie,South Rd,426,Fast food,Fast food franchises,134689,1876 South Rd,6158-01-410946-0000,6.16E+17,134600,1876,,126010000,1,800000,1000000,1010100,1977,0,0,0,0.58,135601,Wappingers,3,Comm/public,3,Comm/public,4,Gas & elec,,,,,,,,3876,,,,C03
